1,0.977106,0.969835,1.0075,100.75
2,0.998758,0.530282,1.88345,94.1724
4,0.988102,0.280832,3.51849,87.9622
8,0.977947,0.215603,4.53586,56.6983
8,1.31862,0.310431,4.24771,53.0963
4,1.06517,0.389291,2.73619,68.4048
4,1.02957,0.322832,3.18918,79.7295
